m/z,Formula,ID,IsotopeLabel,Ion form,Compound
187.9957364,C3H7O7P,13,C13-label-3,[M-H]-,Phosphoglyceric acid
168.9907559,C3H7O6P,14,C12 PARENT,[M-H]-,Dihydroxyacetone phosphate
169.9941107,C3H7O6P,14,C13-label-1,[M-H]-,Dihydroxyacetone phosphate
170.9974656,C3H7O6P,14,C13-label-2,[M-H]-,Dihydroxyacetone phosphate
172.0008204,C3H7O6P,14,C13-label-3,[M-H]-,Dihydroxyacetone phosphate
171.0064059,C3H9O6P,15,C12 PARENT,[M-H]-,Glycerol 3-phosphate
172.0097607,C3H9O6P,15,C13-label-1,[M-H]-,Glycerol 3-phosphate
173.0131156,C3H9O6P,15,C13-label-2,[M-H]-,Glycerol 3-phosphate
174.0164704,C3H9O6P,15,C13-label-3,[M-H]-,Glycerol 3-phosphate
120.0124751,C3H7NO2S,16,C12 PARENT,[M-H]-,Cysteine
121.0158299,C3H7NO2S,16,C13-label-1,[M-H]-,Cysteine
122.0191848,C3H7NO2S,16,C13-label-2,[M-H]-,Cysteine
123.0225396,C3H7NO2S,16,C13-label-3,[M-H]-,Cysteine
85.0295054,C4H6O2,17,C12 PARENT,[M-H]-,Diacetyl
86.03286024,C4H6O2,17,C13-label-1,[M-H]-,Diacetyl
87.03621507,C4H6O2,17,C13-label-2,[M-H]-,Diacetyl
88.03956991,C4H6O2,17,C13-label-3,[M-H]-,Diacetyl
89.04292474,C4H6O2,17,C13-label-4,[M-H]-,Diacetyl
116.0175591,C4H7NOS,18,C12 PARENT,[M-H]-,Homocysteine thiolactone
117.0209139,C4H7NOS,18,C13-label-1,[M-H]-,Homocysteine thiolactone
118.0242688,C4H7NOS,18,C13-label-2,[M-H]-,Homocysteine thiolactone
119.0276236,C4H7NOS,18,C13-label-3,[M-H]-,Homocysteine thiolactone
120.0309784,C4H7NOS,18,C13-label-4,[M-H]-,Homocysteine thiolactone
116.0353204,C4H7NO3,19,C12 PARENT,[M-H]-,Acetylglycine
117.0386752,C4H7NO3,19,C13-label-1,[M-H]-,Acetylglycine
118.0420301,C4H7NO3,19,C13-label-2,[M-H]-,Acetylglycine
119.0453849,C4H7NO3,19,C13-label-3,[M-H]-,Acetylglycine
120.0487397,C4H7NO3,19,C13-label-4,[M-H]-,Acetylglycine
101.0244214,C4H6O3,20,C12 PARENT,[M-H]-,Acetoacetate
102.0277762,C4H6O3,20,C13-label-1,[M-H]-,Acetoacetate
103.0311311,C4H6O3,20,C13-label-2,[M-H]-,Acetoacetate
104.0344859,C4H6O3,20,C13-label-3,[M-H]-,Acetoacetate
105.0378407,C4H6O3,20,C13-label-4,[M-H]-,Acetoacetate
102.0560544,C4H9NO2,21,C12 PARENT,[M-H]-,Aminobutanoate
103.0594092,C4H9NO2,21,C13-label-1,[M-H]-,Aminobutanoate
104.0627641,C4H9NO2,21,C13-label-2,[M-H]-,Aminobutanoate
105.0661189,C4H9NO2,21,C13-label-3,[M-H]-,Aminobutanoate
106.0694737,C4H9NO2,21,C13-label-4,[M-H]-,Aminobutanoate
103.0400714,C4H8O3,22,C12 PARENT,[M-H]-,Hydroxybutanoic acid
104.0434262,C4H8O3,22,C13-label-1,[M-H]-,Hydroxybutanoic acid
105.0467811,C4H8O3,22,C13-label-2,[M-H]-,Hydroxybutanoic acid
106.0501359,C4H8O3,22,C13-label-3,[M-H]-,Hydroxybutanoic acid
107.0534907,C4H8O3,22,C13-label-4,[M-H]-,Hydroxybutanoic acid
111.0200034,C4H4N2O2,23,C12 PARENT,[M-H]-,Uracil
112.0233582,C4H4N2O2,23,C13-label-1,[M-H]-,Uracil
113.0267131,C4H4N2O2,23,C13-label-2,[M-H]-,Uracil
114.0300679,C4H4N2O2,23,C13-label-3,[M-H]-,Uracil
115.0334227,C4H4N2O2,23,C13-label-4,[M-H]-,Uracil
114.0196704,C4H5NO3,24,C12 PARENT,[M-H]-,Hydroxysuccinimide
115.0230252,C4H5NO3,24,C13-label-1,[M-H]-,Hydroxysuccinimide
116.0263801,C4H5NO3,24,C13-label-2,[M-H]-,Hydroxysuccinimide
117.0297349,C4H5NO3,24,C13-label-3,[M-H]-,Hydroxysuccinimide
118.0330897,C4H5NO3,24,C13-label-4,[M-H]-,Hydroxysuccinimide
115.0036874,C4H4O4,25,C12 PARENT,[M-H]-,Maleic acid
116.0070422,C4H4O4,25,C13-label-1,[M-H]-,Maleic acid
117.0103971,C4H4O4,25,C13-label-2,[M-H]-,Maleic acid
118.0137519,C4H4O4,25,C13-label-3,[M-H]-,Maleic acid
119.0171067,C4H4O4,25,C13-label-4,[M-H]-,Maleic acid
117.0193374,C4H6O4,26,C12 PARENT,[M-H]-,Succinate
118.0226922,C4H6O4,26,C13-label-1,[M-H]-,Succinate
119.0260471,C4H6O4,26,C13-label-2,[M-H]-,Succinate
120.0294019,C4H6O4,26,C13-label-3,[M-H]-,Succinate
121.0327567,C4H6O4,26,C13-label-4,[M-H]-,Succinate
119.0349874,C4H8O4,27,C12 PARENT,[M-H]-,Dihydroxybutanoic acid
120.0383422,C4H8O4,27,C13-label-1,[M-H]-,Dihydroxybutanoic acid
121.0416971,C4H8O4,27,C13-label-2,[M-H]-,Dihydroxybutanoic acid
122.0450519,C4H8O4,27,C13-label-3,[M-H]-,Dihydroxybutanoic acid
123.0484067,C4H8O4,27,C13-label-4,[M-H]-,Dihydroxybutanoic acid
148.9914081,C4H6O4S,28,C12 PARENT,[M-H]-,Thiodiacetic acid
149.9947629,C4H6O4S,28,C13-label-1,[M-H]-,Thiodiacetic acid
150.9981178,C4H6O4S,28,C13-label-2,[M-H]-,Thiodiacetic acid
152.0014726,C4H6O4S,28,C13-label-3,[M-H]-,Thiodiacetic acid
153.0048274,C4H6O4S,28,C13-label-4,[M-H]-,Thiodiacetic acid
130.9986034,C4H4O5,29,C12 PARENT,[M-H]-,Oxalacetic acid
132.0019582,C4H4O5,29,C13-label-1,[M-H]-,Oxalacetic acid
133.0053131,C4H4O5,29,C13-label-2,[M-H]-,Oxalacetic acid
134.0086679,C4H4O5,29,C13-label-3,[M-H]-,Oxalacetic acid
135.0120227,C4H4O5,29,C13-label-4,[M-H]-,Oxalacetic acid
131.0462194,C4H8N2O3,30,C12 PARENT,[M-H]-,Asparagine
132.0495742,C4H8N2O3,30,C13-label-1,[M-H]-,Asparagine
133.0529291,C4H8N2O3,30,C13-label-2,[M-H]-,Asparagine
134.0562839,C4H8N2O3,30,C13-label-3,[M-H]-,Asparagine
135.0596387,C4H8N2O3,30,C13-label-4,[M-H]-,Asparagine
132.0302364,C4H7NO4,31,C12 PARENT,[M-H]-,Aspartate
133.0335912,C4H7NO4,31,C13-label-1,[M-H]-,Aspartate
134.0369461,C4H7NO4,31,C13-label-2,[M-H]-,Aspartate
135.0403009,C4H7NO4,31,C13-label-3,[M-H]-,Aspartate
136.0436557,C4H7NO4,31,C13-label-4,[M-H]-,Aspartate
133.0142534,C4H6O5,32,C12 PARENT,[M-H]-,Malate
134.0176082,C4H6O5,32,C13-label-1,[M-H]-,Malate
135.0209631,C4H6O5,32,C13-label-2,[M-H]-,Malate
136.0243179,C4H6O5,32,C13-label-3,[M-H]-,Malate
137.0276727,C4H6O5,32,C13-label-4,[M-H]-,Malate
248.0094574,C4H13NO7P2,33,C12 PARENT,[M-H]-,Alendronic acid
249.0128122,C4H13NO7P2,33,C13-label-1,[M-H]-,Alendronic acid
250.0161671,C4H13NO7P2,33,C13-label-2,[M-H]-,Alendronic acid
251.0195219,C4H13NO7P2,33,C13-label-3,[M-H]-,Alendronic acid
252.0228767,C4H13NO7P2,33,C13-label-4,[M-H]-,Alendronic acid
117.0557214,C5H10O3,34,C12 PARENT,[M-H]-,Methyl hydroxybutyrate
118.0590762,C5H10O3,34,C13-label-1,[M-H]-,Methyl hydroxybutyrate
119.0624311,C5H10O3,34,C13-label-2,[M-H]-,Methyl hydroxybutyrate
120.0657859,C5H10O3,34,C13-label-3,[M-H]-,Methyl hydroxybutyrate
121.0691407,C5H10O3,34,C13-label-4,[M-H]-,Methyl hydroxybutyrate
122.0724956,C5H10O3,34,C13-label-5,[M-H]-,Methyl hydroxybutyrate
111.0087714,C5H4O3,35,C12 PARENT,[M-H]-,Furoic acid
112.0121262,C5H4O3,35,C13-label-1,[M-H]-,Furoic acid
113.0154811,C5H4O3,35,C13-label-2,[M-H]-,Furoic acid
114.0188359,C5H4O3,35,C13-label-3,[M-H]-,Furoic acid
115.0221907,C5H4O3,35,C13-label-4,[M-H]-,Furoic acid
116.0255456,C5H4O3,35,C13-label-5,[M-H]-,Furoic acid
128.0353204,C5H7NO3,36,C12 PARENT,[M-H]-,Oxoproline
129.0386752,C5H7NO3,36,C13-label-1,[M-H]-,Oxoproline
130.0420301,C5H7NO3,36,C13-label-2,[M-H]-,Oxoproline
131.0453849,C5H7NO3,36,C13-label-3,[M-H]-,Oxoproline
132.0487397,C5H7NO3,36,C13-label-4,[M-H]-,Oxoproline
133.0520946,C5H7NO3,36,C13-label-5,[M-H]-,Oxoproline
130.0509704,C5H9NO3,37,C12 PARENT,[M-H]-,Hydroxyproline
131.0543252,C5H9NO3,37,C13-label-1,[M-H]-,Hydroxyproline
132.0576801,C5H9NO3,37,C13-label-2,[M-H]-,Hydroxyproline
133.0610349,C5H9NO3,37,C13-label-3,[M-H]-,Hydroxyproline
134.0643897,C5H9NO3,37,C13-label-4,[M-H]-,Hydroxyproline
135.0677446,C5H9NO3,37,C13-label-5,[M-H]-,Hydroxyproline
131.0826034,C5H12N2O2,38,C12 PARENT,[M-H]-,Ornithine
132.0859582,C5H12N2O2,38,C13-label-1,[M-H]-,Ornithine
133.0893131,C5H12N2O2,38,C13-label-2,[M-H]-,Ornithine
134.0926679,C5H12N2O2,38,C13-label-3,[M-H]-,Ornithine
135.0960227,C5H12N2O2,38,C13-label-4,[M-H]-,Ornithine
136.0993776,C5H12N2O2,38,C13-label-5,[M-H]-,Ornithine
133.0328761,C5H10O2S,39,C12 PARENT,[M-H]-,Ethyl-mercaptopropionate
134.0362309,C5H10O2S,39,C13-label-1,[M-H]-,Ethyl-mercaptopropionate
135.0395858,C5H10O2S,39,C13-label-2,[M-H]-,Ethyl-mercaptopropionate
136.0429406,C5H10O2S,39,C13-label-3,[M-H]-,Ethyl-mercaptopropionate
137.0462954,C5H10O2S,39,C13-label-4,[M-H]-,Ethyl-mercaptopropionate
138.0496503,C5H10O2S,39,C13-label-5,[M-H]-,Ethyl-mercaptopropionate
134.0472184,C5H5N5,40,C12 PARENT,[M-H]-,Adenine
135.0505732,C5H5N5,40,C13-label-1,[M-H]-,Adenine
136.0539281,C5H5N5,40,C13-label-2,[M-H]-,Adenine
137.0572829,C5H5N5,40,C13-label-3,[M-H]-,Adenine
138.0606377,C5H5N5,40,C13-label-4,[M-H]-,Adenine
139.0639926,C5H5N5,40,C13-label-5,[M-H]-,Adenine
145.0142534,C5H6O5,41,C12 PARENT,[M-H]-,Oxoglutaric acid
146.0176082,C5H6O5,41,C13-label-1,[M-H]-,Oxoglutaric acid
147.0209631,C5H6O5,41,C13-label-2,[M-H]-,Oxoglutaric acid
148.0243179,C5H6O5,41,C13-label-3,[M-H]-,Oxoglutaric acid
149.0276727,C5H6O5,41,C13-label-4,[M-H]-,Oxoglutaric acid
150.0310276,C5H6O5,41,C13-label-5,[M-H]-,Oxoglutaric acid
145.0618694,C5H10N2O3,42,C12 PARENT,[M-H]-,Glutamine
146.0652242,C5H10N2O3,42,C13-label-1,[M-H]-,Glutamine
147.0685791,C5H10N2O3,42,C13-label-2,[M-H]-,Glutamine
148.0719339,C5H10N2O3,42,C13-label-3,[M-H]-,Glutamine
149.0752887,C5H10N2O3,42,C13-label-4,[M-H]-,Glutamine
150.0786436,C5H10N2O3,42,C13-label-5,[M-H]-,Glutamine
146.0458864,C5H9NO4,43,C12 PARENT,[M-H]-,Glutamate
147.0492412,C5H9NO4,43,C13-label-1,[M-H]-,Glutamate
148.0525961,C5H9NO4,43,C13-label-2,[M-H]-,Glutamate
149.0559509,C5H9NO4,43,C13-label-3,[M-H]-,Glutamate
150.0593057,C5H9NO4,43,C13-label-4,[M-H]-,Glutamate
151.0626606,C5H9NO4,43,C13-label-5,[M-H]-,Glutamate
147.0299034,C5H8O5,44,C12 PARENT,[M-H]-,Hydroxyglutarate
148.0332582,C5H8O5,44,C13-label-1,[M-H]-,Hydroxyglutarate
149.0366131,C5H8O5,44,C13-label-2,[M-H]-,Hydroxyglutarate
150.0399679,C5H8O5,44,C13-label-3,[M-H]-,Hydroxyglutarate
151.0433227,C5H8O5,44,C13-label-4,[M-H]-,Hydroxyglutarate
152.0466776,C5H8O5,44,C13-label-5,[M-H]-,Hydroxyglutarate
151.0261514,C5H4N4O2,45,C12 PARENT,[M-H]-,Xanthine
152.0295062,C5H4N4O2,45,C13-label-1,[M-H]-,Xanthine
153.0328611,C5H4N4O2,45,C13-label-2,[M-H]-,Xanthine
154.0362159,C5H4N4O2,45,C13-label-3,[M-H]-,Xanthine
155.0395707,C5H4N4O2,45,C13-label-4,[M-H]-,Xanthine
156.0429256,C5H4N4O2,45,C13-label-5,[M-H]-,Xanthine
151.0612034,C5H12O5,46,C12 PARENT,[M-H]-,Ribitol
152.0645582,C5H12O5,46,C13-label-1,[M-H]-,Ribitol
153.0679131,C5H12O5,46,C13-label-2,[M-H]-,Ribitol
154.0712679,C5H12O5,46,C13-label-3,[M-H]-,Ribitol
155.0746227,C5H12O5,46,C13-label-4,[M-H]-,Ribitol
156.0779776,C5H12O5,46,C13-label-5,[M-H]-,Ribitol
155.0098354,C5H4N2O4,47,C12 PARENT,[M-H]-,Orotate
156.0131902,C5H4N2O4,47,C13-label-1,[M-H]-,Orotate
157.0165451,C5H4N2O4,47,C13-label-2,[M-H]-,Orotate
158.0198999,C5H4N2O4,47,C13-label-3,[M-H]-,Orotate
159.0232547,C5H4N2O4,47,C13-label-4,[M-H]-,Orotate
160.0266096,C5H4N2O4,47,C13-label-5,[M-H]-,Orotate
165.0404694,C5H10O6,48,C12 PARENT,[M-H]-,Ribonic acid
166.0438242,C5H10O6,48,C13-label-1,[M-H]-,Ribonic acid
167.0471791,C5H10O6,48,C13-label-2,[M-H]-,Ribonic acid
168.0505339,C5H10O6,48,C13-label-3,[M-H]-,Ribonic acid
169.0538887,C5H10O6,48,C13-label-4,[M-H]-,Ribonic acid
170.0572436,C5H10O6,48,C13-label-5,[M-H]-,Ribonic acid
167.0210674,C5H4N4O3,49,C12 PARENT,[M-H]-,Uric acid
168.0244222,C5H4N4O3,49,C13-label-1,[M-H]-,Uric acid
169.0277771,C5H4N4O3,49,C13-label-2,[M-H]-,Uric acid
170.0311319,C5H4N4O3,49,C13-label-3,[M-H]-,Uric acid
171.0344867,C5H4N4O3,49,C13-label-4,[M-H]-,Uric acid
172.0378416,C5H4N4O3,49,C13-label-5,[M-H]-,Uric acid
213.0169719,C5H11O7P,50,C12 PARENT,[M-H]-,Deoxyribose 5-phosphate
214.0203267,C5H11O7P,50,C13-label-1,[M-H]-,Deoxyribose 5-phosphate
215.0236816,C5H11O7P,50,C13-label-2,[M-H]-,Deoxyribose 5-phosphate
216.0270364,C5H11O7P,50,C13-label-3,[M-H]-,Deoxyribose 5-phosphate
217.0303912,C5H11O7P,50,C13-label-4,[M-H]-,Deoxyribose 5-phosphate
218.0337461,C5H11O7P,50,C13-label-5,[M-H]-,Deoxyribose 5-phosphate
226.0122209,C5H10NO7P,51,C12 PARENT,[M-H]-,Glutamic acid 5-phosphate
227.0155757,C5H10NO7P,51,C13-label-1,[M-H]-,Glutamic acid 5-phosphate
228.0189306,C5H10NO7P,51,C13-label-2,[M-H]-,Glutamic acid 5-phosphate
229.0222854,C5H10NO7P,51,C13-label-3,[M-H]-,Glutamic acid 5-phosphate
230.0256402,C5H10NO7P,51,C13-label-4,[M-H]-,Glutamic acid 5-phosphate
231.0289951,C5H10NO7P,51,C13-label-5,[M-H]-,Glutamic acid 5-phosphate
228.0278709,C5H12NO7P,52,C12 PARENT,[M-H]-,Phosphoribosylamine
229.0312257,C5H12NO7P,52,C13-label-1,[M-H]-,Phosphoribosylamine
230.0345806,C5H12NO7P,52,C13-label-2,[M-H]-,Phosphoribosylamine
231.0379354,C5H12NO7P,52,C13-label-3,[M-H]-,Phosphoribosylamine
232.0412902,C5H12NO7P,52,C13-label-4,[M-H]-,Phosphoribosylamine
233.0446451,C5H12NO7P,52,C13-label-5,[M-H]-,Phosphoribosylamine
231.0275379,C5H13O8P,53,C12 PARENT,[M-H]-,Ribitol 5-phosphate
232.0308927,C5H13O8P,53,C13-label-1,[M-H]-,Ribitol 5-phosphate
233.0342476,C5H13O8P,53,C13-label-2,[M-H]-,Ribitol 5-phosphate
234.0376024,C5H13O8P,53,C13-label-3,[M-H]-,Ribitol 5-phosphate
235.0409572,C5H13O8P,53,C13-label-4,[M-H]-,Ribitol 5-phosphate
236.0443121,C5H13O8P,53,C13-label-5,[M-H]-,Ribitol 5-phosphate
244.9985584,C5H12O7P2,54,C12 PARENT,[M-H]-,Dimethylallylpyrophosphate
246.0019132,C5H12O7P2,54,C13-label-1,[M-H]-,Dimethylallylpyrophosphate
247.0052681,C5H12O7P2,54,C13-label-2,[M-H]-,Dimethylallylpyrophosphate
248.0086229,C5H12O7P2,54,C13-label-3,[M-H]-,Dimethylallylpyrophosphate
249.0119777,C5H12O7P2,54,C13-label-4,[M-H]-,Dimethylallylpyrophosphate
250.0153326,C5H12O7P2,54,C13-label-5,[M-H]-,Dimethylallylpyrophosphate
145.0982534,C6H14N2O2,55,C12 PARENT,[M-H]-,Lysine
146.1016082,C6H14N2O2,55,C13-label-1,[M-H]-,Lysine
147.1049631,C6H14N2O2,55,C13-label-2,[M-H]-,Lysine
148.1083179,C6H14N2O2,55,C13-label-3,[M-H]-,Lysine
149.1116727,C6H14N2O2,55,C13-label-4,[M-H]-,Lysine
150.1150276,C6H14N2O2,55,C13-label-5,[M-H]-,Lysine
151.1183824,C6H14N2O2,55,C13-label-6,[M-H]-,Lysine
131.0713714,C6H12O3,56,C12 PARENT,[M-H]-,Hydroxy-methylpentanoic acid
132.0747262,C6H12O3,56,C13-label-1,[M-H]-,Hydroxy-methylpentanoic acid
133.0780811,C6H12O3,56,C13-label-2,[M-H]-,Hydroxy-methylpentanoic acid
134.0814359,C6H12O3,56,C13-label-3,[M-H]-,Hydroxy-methylpentanoic acid
135.0847907,C6H12O3,56,C13-label-4,[M-H]-,Hydroxy-methylpentanoic acid
136.0881456,C6H12O3,56,C13-label-5,[M-H]-,Hydroxy-methylpentanoic acid
137.0915004,C6H12O3,56,C13-label-6,[M-H]-,Hydroxy-methylpentanoic acid
145.0506374,C6H10O4,57,C12 PARENT,[M-H]-,Dimethyl succinate
146.0539922,C6H10O4,57,C13-label-1,[M-H]-,Dimethyl succinate
147.0573471,C6H10O4,57,C13-label-2,[M-H]-,Dimethyl succinate
148.0607019,C6H10O4,57,C13-label-3,[M-H]-,Dimethyl succinate
149.0640567,C6H10O4,57,C13-label-4,[M-H]-,Dimethyl succinate
150.0674116,C6H10O4,57,C13-label-5,[M-H]-,Dimethyl succinate
151.0707664,C6H10O4,57,C13-label-6,[M-H]-,Dimethyl succinate
147.0662874,C6H12O4,58,C12 PARENT,[M-H]-,Mevalonic acid
148.0696422,C6H12O4,58,C13-label-1,[M-H]-,Mevalonic acid
149.0729971,C6H12O4,58,C13-label-2,[M-H]-,Mevalonic acid
150.0763519,C6H12O4,58,C13-label-3,[M-H]-,Mevalonic acid
151.0797067,C6H12O4,58,C13-label-4,[M-H]-,Mevalonic acid
152.0830616,C6H12O4,58,C13-label-5,[M-H]-,Mevalonic acid
153.0864164,C6H12O4,58,C13-label-6,[M-H]-,Mevalonic acid
154.0622024,C6H9N3O2,59,C12 PARENT,[M-H]-,Histidine
155.0655572,C6H9N3O2,59,C13-label-1,[M-H]-,Histidine
156.0689121,C6H9N3O2,59,C13-label-2,[M-H]-,Histidine
157.0722669,C6H9N3O2,59,C13-label-3,[M-H]-,Histidine
158.0756217,C6H9N3O2,59,C13-label-4,[M-H]-,Histidine
159.0789766,C6H9N3O2,59,C13-label-5,[M-H]-,Histidine
160.0823314,C6H9N3O2,59,C13-label-6,[M-H]-,Histidine
188.0023071,C6H7NO4S,60,C12 PARENT,[M-H]-,Lanthionine ketimine
189.0056619,C6H7NO4S,60,C13-label-1,[M-H]-,Lanthionine ketimine
190.0090168,C6H7NO4S,60,C13-label-2,[M-H]-,Lanthionine ketimine
191.0123716,C6H7NO4S,60,C13-label-3,[M-H]-,Lanthionine ketimine
192.0157264,C6H7NO4S,60,C13-label-4,[M-H]-,Lanthionine ketimine
193.0190813,C6H7NO4S,60,C13-label-5,[M-H]-,Lanthionine ketimine
194.0224361,C6H7NO4S,60,C13-label-6,[M-H]-,Lanthionine ketimine
173.0091694,C6H6O6,61,C12 PARENT,[M-H]-,Aconitate
174.0125242,C6H6O6,61,C13-label-1,[M-H]-,Aconitate
175.0158791,C6H6O6,61,C13-label-2,[M-H]-,Aconitate
176.0192339,C6H6O6,61,C13-label-3,[M-H]-,Aconitate
177.0225887,C6H6O6,61,C13-label-4,[M-H]-,Aconitate
178.0259436,C6H6O6,61,C13-label-5,[M-H]-,Aconitate
179.0292984,C6H6O6,61,C13-label-6,[M-H]-,Aconitate
173.0567854,C6H10N2O4,62,C12 PARENT,[M-H]-,N-Acetylasparagine
174.0601402,C6H10N2O4,62,C13-label-1,[M-H]-,N-Acetylasparagine
175.0634951,C6H10N2O4,62,C13-label-2,[M-H]-,N-Acetylasparagine
176.0668499,C6H10N2O4,62,C13-label-3,[M-H]-,N-Acetylasparagine
177.0702047,C6H10N2O4,62,C13-label-4,[M-H]-,N-Acetylasparagine
178.0735596,C6H10N2O4,62,C13-label-5,[M-H]-,N-Acetylasparagine
179.0769144,C6H10N2O4,62,C13-label-6,[M-H]-,N-Acetylasparagine
174.0408024,C6H9NO5,63,C12 PARENT,[M-H]-,N-Acetyl-aspartate
175.0441572,C6H9NO5,63,C13-label-1,[M-H]-,N-Acetyl-aspartate
176.0475121,C6H9NO5,63,C13-label-2,[M-H]-,N-Acetyl-aspartate
177.0508669,C6H9NO5,63,C13-label-3,[M-H]-,N-Acetyl-aspartate
178.0542217,C6H9NO5,63,C13-label-4,[M-H]-,N-Acetyl-aspartate
179.0575766,C6H9NO5,63,C13-label-5,[M-H]-,N-Acetyl-aspartate
180.0609314,C6H9NO5,63,C13-label-6,[M-H]-,N-Acetyl-aspartate
174.0884184,C6H13N3O3,64,C12 PARENT,[M-H]-,Citrulline
175.0917732,C6H13N3O3,64,C13-label-1,[M-H]-,Citrulline
176.0951281,C6H13N3O3,64,C13-label-2,[M-H]-,Citrulline
177.0984829,C6H13N3O3,64,C13-label-3,[M-H]-,Citrulline
178.1018377,C6H13N3O3,64,C13-label-4,[M-H]-,Citrulline
179.1051926,C6H13N3O3,64,C13-label-5,[M-H]-,Citrulline
180.1085474,C6H13N3O3,64,C13-label-6,[M-H]-,Citrulline
179.0561194,C6H12O6,65,C12 PARENT,[M-H]-,Glucose
180.0594742,C6H12O6,65,C13-label-1,[M-H]-,Glucose
181.0628291,C6H12O6,65,C13-label-2,[M-H]-,Glucose
182.0661839,C6H12O6,65,C13-label-3,[M-H]-,Glucose
183.0695387,C6H12O6,65,C13-label-4,[M-H]-,Glucose
184.0728936,C6H12O6,65,C13-label-5,[M-H]-,Glucose
185.0762484,C6H12O6,65,C13-label-6,[M-H]-,Glucose
181.0717694,C6H14O6,66,C12 PARENT,[M-H]-,Mannitol
182.0751242,C6H14O6,66,C13-label-1,[M-H]-,Mannitol
183.0784791,C6H14O6,66,C13-label-2,[M-H]-,Mannitol
184.0818339,C6H14O6,66,C13-label-3,[M-H]-,Mannitol
185.0851887,C6H14O6,66,C13-label-4,[M-H]-,Mannitol
186.0885436,C6H14O6,66,C13-label-5,[M-H]-,Mannitol
187.0918984,C6H14O6,66,C13-label-6,[M-H]-,Mannitol
191.0197354,C6H8O7,67,C12 PARENT,[M-H]-,Citrate
192.0230902,C6H8O7,67,C13-label-1,[M-H]-,Citrate
